,uniprot_id,Entry,Entry Name,Reviewed,Protein names,Gene Names,Organism,Length,gene_first
733,q8n8u2,Q8N8U2,CDYL2_HUMAN,reviewed,Chromodomain Y-like protein 2 (CDY-like 2),CDYL2,Homo sapiens (Human),506,CDYL2
734,p25787,P25787,PSA2_HUMAN,reviewed,Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3) (Proteasome subunit alpha-2) (alpha-2),PSMA2 HC3 PSC3,Homo sapiens (Human),234,PSMA2
735,q9ui30,Q9UI30,TR112_HUMAN,reviewed,Multifunctional methyltransferase subunit TRM112-like protein (tRNA methyltransferase 112 homolog),TRMT112 AD-001 HSPC152 HSPC170,Homo sapiens (Human),125,TRMT112
736,q6pjg6,Q6PJG6,BRAT1_HUMAN,reviewed,Integrator complex assembly factor BRAT1 (BRCA1-associated ATM activator 1) (BRCA1-associated protein required for ATM activation protein 1),BRAT1 BAAT1 C7orf27,Homo sapiens (Human),821,BRAT1
737,q92674,Q92674,CENPI_HUMAN,reviewed,Centromere protein I (CENP-I) (FSH primary response protein 1) (Follicle-stimulating hormone primary response protein) (Interphase centromere complex protein 19) (Leucine-rich primary response protein 1),CENPI FSHPRH1 ICEN19 LRPR1,Homo sapiens (Human),756,CENPI
738,p55010,P55010,IF5_HUMAN,reviewed,Eukaryotic translation initiation factor 5 (eIF-5),EIF5,Homo sapiens (Human),431,EIF5
739,p20042,P20042,IF2B_HUMAN,reviewed,Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF2-beta),EIF2S2 EIF2B,Homo sapiens (Human),333,EIF2S2
740,q8taf3,Q8TAF3,WDR48_HUMAN,reviewed,WD repeat-containing protein 48 (USP1-associated factor 1) (WD repeat endosomal protein) (p80),WDR48 KIAA1449 UAF1,Homo sapiens (Human),677,WDR48
741,q15906,Q15906,VPS72_HUMAN,reviewed,Vacuolar protein sorting-associated protein 72 homolog (Protein YL-1) (Transcription factor-like 1),VPS72 TCFL1 YL1,Homo sapiens (Human),364,VPS72
742,q9bx63,Q9BX63,FANCJ_HUMAN,reviewed,Fanconi anemia group J protein (EC 5.6.2.3) (BRCA1-associated C-terminal helicase 1) (BRCA1-interacting protein C-terminal helicase 1) (BRCA1-interacting protein 1) (DNA 5'-3' helicase FANCJ),BRIP1 BACH1 FANCJ,Homo sapiens (Human),1249,BRIP1
743,q17r98,Q17R98,ZN827_HUMAN,reviewed,Zinc finger protein 827,ZNF827,Homo sapiens (Human),1081,ZNF827
744,q9haw4,Q9HAW4,CLSPN_HUMAN,reviewed,Claspin (hClaspin),CLSPN,Homo sapiens (Human),1339,CLSPN
745,p18754,P18754,RCC1_HUMAN,reviewed,Regulator of chromosome condensation (Cell cycle regulatory protein) (Chromosome condensation protein 1),RCC1 CHC1,Homo sapiens (Human),421,RCC1
746,p34896,P34896,GLYC_HUMAN,reviewed,"Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)",SHMT1,Homo sapiens (Human),483,SHMT1
747,q9h0f5,Q9H0F5,RNF38_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF38 (EC 2.3.2.27) (RING finger protein 38) (RING-type E3 ubiquitin transferase RNF38),RNF38,Homo sapiens (Human),515,RNF38
748,o96019,O96019,ACL6A_HUMAN,reviewed,Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta) (BRG1-associated factor 53A) (BAF53A) (INO80 complex subunit K),ACTL6A BAF53 BAF53A INO80K,Homo sapiens (Human),429,ACTL6A
749,q93009,Q93009,UBP7_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7),USP7 HAUSP,Homo sapiens (Human),1102,USP7
750,q96l21,Q96L21,RL10L_HUMAN,reviewed,Ribosomal protein uL16-like (60S ribosomal protein L10-like) (Large ribosomal subunit protein uL16-like),RPL10L,Homo sapiens (Human),214,RPL10L
751,q13200,Q13200,PSMD2_HUMAN,reviewed,26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2),PSMD2 TRAP2,Homo sapiens (Human),908,PSMD2
752,q92784,Q92784,DPF3_HUMAN,reviewed,Zinc finger protein DPF3 (BRG1-associated factor 45C) (BAF45C) (Zinc finger protein cer-d4),DPF3 BAF45C CERD4,Homo sapiens (Human),378,DPF3
753,p48556,P48556,PSMD8_HUMAN,reviewed,26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14) (p31),PSMD8,Homo sapiens (Human),350,PSMD8
754,q9nyf8,Q9NYF8,BCLF1_HUMAN,reviewed,Bcl-2-associated transcription factor 1 (Btf) (BCLAF1 and THRAP3 family member 1),BCLAF1 BTF KIAA0164,Homo sapiens (Human),920,BCLAF1
755,q9h173,Q9H173,SIL1_HUMAN,reviewed,Nucleotide exchange factor SIL1 (BiP-associated protein) (BAP),SIL1 UNQ545/PRO836,Homo sapiens (Human),461,SIL1
756,q9uig0,Q9UIG0,BAZ1B_HUMAN,reviewed,Tyrosine-protein kinase BAZ1B (EC 2.7.10.2) (Bromodomain adjacent to zinc finger domain protein 1B) (Williams syndrome transcription factor) (Williams-Beuren syndrome chromosomal region 10 protein) (Williams-Beuren syndrome chromosomal region 9 protein) (hWALp2),BAZ1B WBSC10 WBSCR10 WBSCR9 WSTF,Homo sapiens (Human),1483,BAZ1B
757,q13503,Q13503,MED21_HUMAN,reviewed,Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21) (RNA polymerase II holoenzyme component SRB7) (RNAPII complex component SRB7) (hSrb7),MED21 SRB7 SURB7,Homo sapiens (Human),144,MED21
758,o14933,O14933,UB2L6_HUMAN,reviewed,Ubiquitin/ISG15-conjugating enzyme E2 L6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L6) (Retinoic acid-induced gene B protein) (RIG-B) (UbcH8) (Ubiquitin carrier protein L6) (Ubiquitin-protein ligase L6),UBE2L6 UBCH8,Homo sapiens (Human),153,UBE2L6
759,q8wyb5,Q8WYB5,KAT6B_HUMAN,reviewed,"Histone acetyltransferase KAT6B (EC 2.3.1.48) (Histone acetyltransferase MOZ2) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4) (MYST-4) (Monocytic leukemia zinc finger protein-related factor)",KAT6B KIAA0383 MORF MOZ2 MYST4,Homo sapiens (Human),2073,KAT6B
760,p61353,P61353,RL27_HUMAN,reviewed,Large ribosomal subunit protein eL27 (60S ribosomal protein L27),RPL27,Homo sapiens (Human),136,RPL27
761,p52945,P52945,PDX1_HUMAN,reviewed,Pancreas/duodenum homeobox protein 1 (PDX-1) (Glucose-sensitive factor) (GSF) (Insulin promoter factor 1) (IPF-1) (Insulin upstream factor 1) (IUF-1) (Islet/duodenum homeobox-1) (IDX-1) (Somatostatin-transactivating factor 1) (STF-1),PDX1 IPF1 STF1,Homo sapiens (Human),283,PDX1
762,o95931,O95931,CBX7_HUMAN,reviewed,Chromobox protein homolog 7,CBX7,Homo sapiens (Human),251,CBX7
763,q9y468,Q9Y468,LMBL1_HUMAN,reviewed,Lethal(3)malignant brain tumor-like protein 1 (H-l(3)mbt) (H-l(3)mbt protein) (L(3)mbt-like) (L(3)mbt protein homolog) (L3MBTL1),L3MBTL1 KIAA0681 L3MBT L3MBTL,Homo sapiens (Human),840,L3MBTL1
764,q93077,Q93077,H2A1C_HUMAN,reviewed,Histone H2A type 1-C (H2A-clustered histone 6) (Histone H2A/l),H2AC6 H2AFL HIST1H2AC,Homo sapiens (Human),130,H2AC6
765,q8nhm5,Q8NHM5,KDM2B_HUMAN,reviewed,Lysine-specific demethylase 2B (EC 1.14.11.27) (CXXC-type zinc finger protein 2) (F-box and leucine-rich repeat protein 10) (F-box protein FBL10) (F-box/LRR-repeat protein 10) (JmjC domain-containing histone demethylation protein 1B) (Jumonji domain-containing EMSY-interactor methyltransferase motif protein) (Protein JEMMA) (Protein-containing CXXC domain 2) ([Histone-H3]-lysine-36 demethylase 1B),KDM2B CXXC2 FBL10 FBXL10 JHDM1B NDY1 PCCX2,Homo sapiens (Human),1336,KDM2B
766,q9bqa1,Q9BQA1,MEP50_HUMAN,reviewed,Methylosome protein WDR77 (Androgen receptor cofactor p44) (Methylosome protein 50) (MEP-50) (WD repeat-containing protein 77) (p44/Mep50),WDR77 MEP50 WD45 HKMT1069 Nbla10071,Homo sapiens (Human),342,WDR77
767,p11940,P11940,PABP1_HUMAN,reviewed,Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1),PABPC1 PAB1 PABP PABP1 PABPC2,Homo sapiens (Human),636,PABPC1
768,p0dpk2,P0DPK2,H3Y1_HUMAN,reviewed,Histone H3.Y (Histone H3.Y1),H3Y1,Homo sapiens (Human),136,H3Y1
769,p50991,P50991,TCPD_HUMAN,reviewed,T-complex protein 1 subunit delta (TCP-1-delta) (EC 3.6.1.-) (CCT-delta) (Chaperonin containing T-complex polypeptide 1 subunit 4) (Stimulator of TAR RNA-binding),CCT4 CCTD SRB,Homo sapiens (Human),539,CCT4
770,q9y265,Q9Y265,RUVB1_HUMAN,reviewed,RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (54 kDa erythrocyte cytosolic protein) (ECP-54) (INO80 complex subunit H) (Nuclear matrix protein 238) (NMP 238) (Pontin 52) (TIP49a) (TIP60-associated protein 54-alpha) (TAP54-alpha),RUVBL1 INO80H NMP238 TIP49 TIP49A,Homo sapiens (Human),456,RUVBL1
771,q9uer7,Q9UER7,DAXX_HUMAN,reviewed,Death domain-associated protein 6 (Daxx) (hDaxx) (ETS1-associated protein 1) (EAP1) (Fas death domain-associated protein),DAXX BING2 DAP6,Homo sapiens (Human),740,DAXX
772,q7l2z9,Q7L2Z9,CENPQ_HUMAN,reviewed,Centromere protein Q (CENP-Q),CENPQ C6orf139,Homo sapiens (Human),268,CENPQ
773,p17980,P17980,PRS6A_HUMAN,reviewed,26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Proteasome subunit P50) (Tat-binding protein 1) (TBP-1),PSMC3 TBP1,Homo sapiens (Human),439,PSMC3
774,o60814,O60814,H2B1K_HUMAN,reviewed,Histone H2B type 1-K (H2B K) (HIRA-interacting protein 1),H2BC12 H2BFT HIRIP1 HIST1H2BK,Homo sapiens (Human),126,H2BC12
775,q86uy6,Q86UY6,NAA40_HUMAN,reviewed,N-alpha-acetyltransferase 40 (EC 2.3.1.257) (N-acetyltransferase 11) (N-alpha-acetyltransferase D) (NatD) (hNatD) (Protein acetyltransferase 1),NAA40 NAT11 PATT1,Homo sapiens (Human),237,NAA40
776,q504y3,Q504Y3,ZCPW2_HUMAN,reviewed,Zinc finger CW-type PWWP domain protein 2,ZCWPW2,Homo sapiens (Human),356,ZCWPW2
777,p25440,P25440,BRD2_HUMAN,reviewed,Bromodomain-containing protein 2 (O27.1.1),BRD2 KIAA9001 RING3,Homo sapiens (Human),801,BRD2
778,p01889,P01889,HLAB_HUMAN,reviewed,"HLA class I histocompatibility antigen, B alpha chain (Human leukocyte antigen B) (HLA-B)",HLA-B HLAB,Homo sapiens (Human),362,HLA-B
779,p16401,P16401,H15_HUMAN,reviewed,Histone H1.5 (Histone H1a) (Histone H1b) (Histone H1s-3),H1-5 H1F5 HIST1H1B,Homo sapiens (Human),226,H1-5
780,q96bd5,Q96BD5,PF21A_HUMAN,reviewed,PHD finger protein 21A (BHC80a) (BRAF35-HDAC complex protein BHC80),PHF21A BHC80 KIAA1696 BM-006,Homo sapiens (Human),680,PHF21A
781,o60841,O60841,IF2P_HUMAN,reviewed,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),EIF5B IF2 KIAA0741,Homo sapiens (Human),1220,EIF5B
782,p49450;p68431,P49450;P68431,,non-reviewed,,,,,
783,a0a087x2i1,A0A087X2I1,,non-reviewed,,PSMC6(NR),,,PSMC6(NR)
784,j3kqn4,J3KQN4,,non-reviewed,,RPL36A(NR),,,RPL36A(NR)
785,b2r5b3,B2R5B3,,non-reviewed,,H2A(NR),,,H2A(NR)
786,a0a1x8xl64,A0A1X8XL64,,non-reviewed,,H3F3AP6(NR),,,H3F3AP6(NR)
787,q59ff6,Q59FF6,,non-reviewed,,ERCC-6(NR),,,ERCC-6(NR)
788,j3qs39,J3QS39,,non-reviewed,,UBB(NR),,,UBB(NR)
789,q92522;p10412,Q92522;P10412,,non-reviewed,,,,,
790,b4dr52,B4DR52,,non-reviewed,,H2B(NR),,,H2B(NR)
791,k7emv3,K7EMV3,,non-reviewed,,H3-3B(NR),,,H3-3B(NR)
792,v9h1g0,V9H1G0,,non-reviewed,,Gene;H3(NR),,,Gene;H3(NR)
793,f5h388,F5H388,,non-reviewed,,UBC(NR),,,UBC(NR)
794,b2rwn4,B2RWN4,,non-reviewed,,TUBGCP6(NR),,,TUBGCP6(NR)
795,c9jlx5,C9JLX5,,non-reviewed,,ZNF568(NR),,,ZNF568(NR)
796,b4dij7,B4DIJ7,,non-reviewed,,b4dij7(NR),,,b4dij7(NR)
797,x5d2t3,X5D2T3,,non-reviewed,,RPL10(NR),,,RPL10(NR)
798,q5jt35,Q5JT35,,non-reviewed,,MLLT10(NR),,,MLLT10(NR)
799,p06899;p04908,P06899;P04908,,non-reviewed,,,,,
800,q6txq4,Q6TXQ4,,non-reviewed,,H3L-like(NR),,,H3L-like(NR)
